scenario,truth,candidate,seed,training_deviance,mean_new_deviance,mc_se_new_deviance,empirical_optimism,predicted_optimism,calibration_residual,effective_dimension,new_response_draws
early_seir_infected_only,seir,neural_ode_h2,19,-86.64478842744171,-76.04482051679307,0.5016868338122105,10.599967910648644,4.562741988006156,6.037225922642488,2.281370994003078,200
early_seir_infected_only,seir,neural_ode_h2,20,-76.18479981739831,-78.0807965767054,0.4555965945627681,-1.8959967593070814,4.57035967395034,-6.466356433257421,2.28517983697517,200
early_seir_infected_only,seir,neural_ode_h2,21,-86.18964168551025,-76.92062101388866,0.5046035755169181,9.26902067162159,4.583373621220291,4.685647050401299,2.2916868106101456,200
early_seir_infected_only,seir,neural_ode_h2,22,-71.15243788363975,-77.1386218067268,0.4637316884474767,-5.986183923087054,4.466974083579418,-10.453158006666472,2.233487041789709,200
early_seir_infected_only,seir,neural_ode_h2,23,-85.50956716714444,-77.05961808493178,0.4665858142876413,8.449949082212655,4.492982614372808,3.9569664678398464,2.246491307186404,200
early_seir_infected_only,seir,neural_ode_h2,24,-81.83796672945849,-76.85200963673664,0.4796909044667042,4.985957092721847,4.702816918208328,0.2831401745135187,2.351408459104164,200
early_seir_infected_only,seir,neural_ode_h2,25,-82.63608571472555,-65.24081387185001,0.7037948200146167,17.395271842875545,4.440955592436793,12.954316250438751,2.2204777962183964,200
early_seir_infected_only,seir,neural_ode_h2,26,-83.8009562074274,-77.25143784545685,0.4512768311130082,6.549518361970556,4.500153489924227,2.049364872046329,2.2500767449621133,200
early_seir_infected_only,seir,neural_ode_h2,27,-72.89906633281944,-76.4443497498797,0.5105283748869447,-3.5452834170602614,4.5214516029754055,-8.066735020035667,2.2607258014877027,200
early_seir_infected_only,seir,neural_ode_h2,28,-84.90783123643503,-77.5278195851375,0.5140572773103068,7.3800116512975364,4.713866710358593,2.6661449409389437,2.3569333551792964,200
early_seir_infected_only,seir,neural_ode_h2,29,-78.79130926556437,-77.76401958609198,0.4161573064764065,1.0272896794723891,4.582180150676145,-3.5548904712037555,2.2910900753380723,200
