status,scenario,truth,candidate,seed,dimension,draws,finite_draws,invalid_draws,importance_ess,relative_ess,maximum_normalized_weight,minus2_log_evidence_is,gic_evid,bic,gic_evid_error
ok,regular_sir_full,sir,sir,4,2,512,512,0,511.9171415899583,0.9998381671678873,0.002153371096201019,-519.0756888498994,-519.0709075929757,-532.2242596283936,0.004781256923706678
ok,regular_sir_full,sir,sir,5,2,512,512,0,511.91343813354905,0.999830933854588,0.002141313037236461,-533.5084864511365,-533.5052512854544,-546.6602527718461,0.0032351656820992503
ok,regular_sir_full,sir,sir,6,2,512,512,0,511.859250078393,0.9997250978093614,0.002225169486331541,-560.9732930388534,-560.9895209026665,-574.1414630176157,-0.01622786381312835
ok,regular_sir_full,sir,sir,7,2,512,512,0,511.91068759509653,0.9998255617091729,0.0021795615180146034,-547.3843590335767,-547.3805463689339,-560.5291305877251,0.003812664642850905
ok,regular_sir_full,sir,sir,9,2,512,512,0,511.7136965243074,0.9994408135240379,0.0022707217475972444,-542.3074032175882,-542.2717955749289,-555.4192591033114,0.03560764265932903
ok,regular_sir_full,sir,sir,8,2,512,512,0,511.90209725408454,0.9998087836993839,0.0021632733273787906,-521.4444711934568,-521.4336647549446,-534.5786529916312,0.010806438512190653
ok,regular_sir_full,sir,sir,10,2,512,512,0,511.9013315022813,0.9998072880903932,0.002238935910417936,-547.8918485539098,-547.8813018980693,-561.0370065641202,0.01054665584047143
ok,regular_sir_full,sir,sir,11,2,512,512,0,511.91943281024834,0.9998426422075163,0.002118598426875699,-546.8744938063528,-546.8780507071522,-560.0345139948278,-0.003556900799367213
ok,regular_sir_full,sir,sir,12,2,512,512,0,511.9084293484126,0.9998211510711184,0.0021335089378966892,-525.6338255399711,-525.6275019168075,-538.7776566433378,0.006323623163552838
ok,regular_sir_full,sir,sir,13,2,512,512,0,511.9060875665005,0.9998165772783213,0.0020950951716628544,-519.7721308655086,-519.7825255715085,-532.9343946170169,-0.010394705999829057
ok,regular_sir_full,sir,sir,14,2,512,512,0,511.9174219841615,0.9998387148128154,0.002080538921189815,-545.7965857825579,-545.8035172046153,-558.9489349135936,-0.006931422057391501
ok,regular_sir_full,sir,sir,15,2,512,512,0,511.90479216648885,0.9998140472001735,0.0021325527790245786,-526.9085176179694,-526.8965042282832,-540.0511546202367,0.012013389686217124
ok,regular_sir_full,sir,sir,16,2,512,512,0,511.90294915865985,0.9998104475755075,0.0022040851927979245,-537.4952070244718,-537.496388639944,-550.6440037589254,-0.0011816154722055217
ok,regular_sir_full,sir,sir,17,2,512,512,0,511.9199251555232,0.9998436038193812,0.0021727106503831085,-535.6672799213399,-535.6585380232123,-548.8140614702123,0.00874189812759596
ok,regular_sir_full,sir,sir,18,2,512,512,0,511.8874493379808,0.9997801744882437,0.002340238475354047,-511.27437773225273,-511.2682318253664,-524.4161773453401,0.0061459068863314315
ok,regular_sir_full,sir,sir,19,2,512,512,0,511.9052292570114,0.9998149008926004,0.0020417714837090667,-524.7636320355244,-524.7792221412207,-537.9327162166587,-0.015590105696219325
ok,regular_sir_full,sir,tv_sir,1,4,512,512,0,510.72011989324295,0.9975002341664901,0.002809321808225727,-508.5803855676517,-508.5798076231681,-526.7033745890523,0.0005779444836093717
ok,regular_sir_full,sir,tv_sir,0,4,512,512,0,510.9858322029035,0.9980192035212959,0.0024230085642956835,-517.103431150602,-517.1098170667274,-535.2021691784993,-0.006385916125395852
ok,regular_sir_full,sir,tv_sir,2,4,512,512,0,510.57623368680095,0.9972192064195331,0.002746554973851381,-530.5718461057695,-530.5631501064887,-548.5388418475984,0.008695999280803335
ok,regular_sir_full,sir,tv_sir,4,4,512,512,0,510.9470642282676,0.9979434848208352,0.002416611152594193,-507.1759775514825,-507.1732816171077,-525.3126413312331,0.0026959343747989806
ok,regular_sir_full,sir,tv_sir,3,4,512,512,0,511.0418765244513,0.998128665086819,0.0026113647986888105,-511.3302957625362,-511.3348712767433,-529.3662231065039,-0.004575514207090237
ok,regular_sir_full,sir,tv_sir,5,4,512,512,0,511.08834494265056,0.9982194237161144,0.002399335587114297,-520.0503509567102,-520.051668812126,-538.0658987349129,-0.001317855415777558
ok,regular_sir_full,sir,tv_sir,6,4,512,512,0,510.93947340840884,0.9979286590007985,0.0025608081987417938,-551.0320128590153,-551.0201026759651,-568.9823128939639,0.011910183050190426
ok,regular_sir_full,sir,tv_sir,7,4,512,512,0,510.83910465542846,0.9977326262801337,0.002869993876974177,-534.0894209881583,-534.0878090919306,-552.165624706877,0.0016118962277005267
ok,regular_sir_full,sir,tv_sir,8,4,512,512,0,510.964905474542,0.9979783310049648,0.0026407488633708133,-508.3327618896204,-508.32942206943096,-526.4175178079727,0.0033398201894101476
ok,regular_sir_full,sir,tv_sir,9,4,512,512,0,510.76526421714533,0.997588406674112,0.0027624981532138053,-539.5709767028194,-539.5649437086761,-557.6300681076074,0.0060329941433110434
ok,regular_sir_full,sir,tv_sir,10,4,512,512,0,510.94304840456914,0.9979356414151741,0.0025667508403537896,-534.6752524045767,-534.676108066934,-552.7484719998287,-0.0008556623573667821
ok,regular_sir_full,sir,tv_sir,11,4,512,512,0,510.9472625778942,0.9979438722224496,0.0024948545414936575,-533.092968780093,-533.0988591655621,-551.1750768423892,-0.005890385469115245
ok,regular_sir_full,sir,tv_sir,13,4,512,512,0,510.70847471619857,0.9974774896800753,0.002844573482814225,-508.4324448395857,-508.4336907079518,-526.3854484498252,-0.0012458683661407122
ok,regular_sir_full,sir,tv_sir,12,4,512,512,0,510.8481689833512,0.9977503300456078,0.0026350787666372614,-516.0890032516884,-516.0758994305952,-534.2567098710293,0.013103821093181978
ok,regular_sir_full,sir,tv_sir,14,4,512,512,0,510.798730986939,0.9976537714588652,0.002798608058450564,-532.5292818418069,-532.5269270098844,-550.4973407867324,0.0023548319225028536
ok,regular_sir_full,sir,tv_sir,15,4,512,512,0,511.0678557369683,0.9981794057362662,0.002453373162966667,-515.3559394579989,-515.3554068129953,-533.3837761291188,0.0005326450036591268
ok,regular_sir_full,sir,tv_sir,17,4,512,512,0,510.8950968025768,0.9978419859425328,0.0029750661616830126,-522.6046686497566,-522.5937857405628,-540.652562699542,0.01088290919381052
ok,regular_sir_full,sir,tv_sir,16,4,512,512,0,510.9388573332317,0.9979274557289681,0.0024794619141916595,-528.8086718665658,-528.812924144386,-546.9878991023512,-0.004252277820228301
ok,regular_sir_full,sir,tv_sir,18,4,512,512,0,510.8065036336459,0.9976689524094646,0.002692916520542302,-497.73269827942846,-497.73211400715553,-515.8225648165757,0.00058427227293123
ok,regular_sir_full,sir,tv_sir,19,4,512,512,0,509.94630198962886,0.9959888710734939,0.004023371452784847,-512.3879899920124,-512.3851915324033,-530.4008495190167,0.0027984596091528147
