n_times,noise,trajectories,seed,criterion,truth,selected,correct,selection_gap,support_entropy
20,0.015,2,9,aic,ude_sir_h2,tv_sir,0,11.05888223165644,0.025815651787505153
20,0.015,2,9,aicc,ude_sir_h2,tv_sir,0,19.344596517370718,0.0006723666051466593
20,0.015,2,9,bic,ude_sir_h2,tv_sir,0,22.881038410453982,0.0001337456680995358
20,0.015,2,9,gic_pred,ude_sir_h2,tv_sir,0,0.6206372173324723,0.6812957693640077
20,0.015,2,9,gic_evid,ude_sir_h2,tv_sir,0,15.500221411721583,0.003767097949497778
20,0.015,2,9,gic_eff_logn,ude_sir_h2,tv_sir,0,3.628324625280527,0.405219142692672
20,0.015,2,10,aic,ude_sir_h2,ude_sir_h2,1,4.93785163438227,0.27413855433786655
20,0.015,2,10,aicc,ude_sir_h2,tv_sir,0,3.347862651332008,0.4361731000047457
20,0.015,2,10,bic,ude_sir_h2,tv_sir,0,6.884304544415272,0.13821468325635555
20,0.015,2,10,gic_pred,ude_sir_h2,ude_sir_h2,1,14.981123565205166,0.005909845139823403
20,0.015,2,10,gic_evid,ude_sir_h2,tv_sir,0,2.0552662310712435,0.5767304950395347
20,0.015,2,10,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,11.639905194430554,0.02092412013586245
20,0.015,2,11,aic,ude_sir_h2,tv_sir,0,13.866509684006218,0.007726634557476146
20,0.015,2,11,aicc,ude_sir_h2,tv_sir,0,22.152223969720495,0.00018690744367923326
20,0.015,2,11,bic,ude_sir_h2,tv_sir,0,25.68866586280376,3.656357481479363e-05
20,0.015,2,11,gic_pred,ude_sir_h2,tv_sir,0,3.3318494976321347,0.4380421790442893
20,0.015,2,11,gic_evid,ude_sir_h2,tv_sir,0,19.088439623972334,0.000755062369911735
20,0.015,2,11,gic_eff_logn,ude_sir_h2,tv_sir,0,6.2581201040100325,0.17402076879481532
20,0.015,2,12,aic,ude_sir_h2,tv_sir,0,6.715757073205111,0.14717090843159644
20,0.015,2,12,aicc,ude_sir_h2,tv_sir,0,15.001471358919389,0.004695724683609129
20,0.015,2,12,bic,ude_sir_h2,tv_sir,0,18.537913252002653,0.000968346612614854
20,0.015,2,12,gic_pred,ude_sir_h2,ude_sir_h2,1,3.7796160070233213,0.38898672469971896
20,0.015,2,12,gic_evid,ude_sir_h2,tv_sir,0,8.560229479320128,0.07217877518347704
20,0.015,2,12,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.8201698074549313,0.6726335142636124
20,0.015,2,13,aic,ude_sir_h2,tv_sir,0,12.944747992324238,0.01153235668154259
20,0.015,2,13,aicc,ude_sir_h2,tv_sir,0,21.230462278038516,0.00028502397047207447
20,0.015,2,13,bic,ude_sir_h2,tv_sir,0,24.76690417112178,5.604044682454818e-05
20,0.015,2,13,gic_pred,ude_sir_h2,tv_sir,0,2.562549605457491,0.5235317980749371
20,0.015,2,13,gic_evid,ude_sir_h2,tv_sir,0,17.283664890302617,0.0017021065314200977
20,0.015,2,13,gic_eff_logn,ude_sir_h2,tv_sir,0,5.617565012198014,0.21821666724013225
20,0.015,2,14,aic,ude_sir_h2,tv_sir,0,6.708219351099785,0.14758316737834495
20,0.015,2,14,aicc,ude_sir_h2,tv_sir,0,14.993933636814063,0.004711356918180983
20,0.015,2,14,bic,ude_sir_h2,tv_sir,0,18.530375529897327,0.0009716461244931487
20,0.015,2,14,gic_pred,ude_sir_h2,ude_sir_h2,1,3.461115433296527,0.4238608221069318
20,0.015,2,14,gic_evid,ude_sir_h2,tv_sir,0,11.237294226427167,0.02394237727307333
20,0.015,2,14,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.2263495441855241,0.6916372922888359
20,0.015,2,15,aic,ude_sir_h2,tv_sir,0,1.3700919541501264,0.6377592731060373
20,0.015,2,15,aicc,ude_sir_h2,tv_sir,0,9.655806239864404,0.04630373496782987
20,0.015,2,15,bic,ude_sir_h2,tv_sir,0,13.192248132947668,0.010360438936221008
20,0.015,2,15,gic_pred,ude_sir_h2,ude_sir_h2,1,8.91803051724952,0.06259507836847346
20,0.015,2,15,gic_evid,ude_sir_h2,tv_sir,0,4.746023897755606,0.29141745890111914
20,0.015,2,15,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,5.783573670129357,0.2060275635763693
20,0.015,2,16,aic,ude_sir_h2,tv_sir,0,5.747354810366261,0.20860970287745145
20,0.015,2,16,aicc,ude_sir_h2,tv_sir,0,14.033069096080538,0.007184216104277709
20,0.015,2,16,bic,ude_sir_h2,tv_sir,0,17.569510989163803,0.0014973252193627403
20,0.015,2,16,gic_pred,ude_sir_h2,ude_sir_h2,1,4.811945021551992,0.28541952080281335
20,0.015,2,16,gic_evid,ude_sir_h2,tv_sir,0,10.188187631552978,0.03716507348705446
20,0.015,2,16,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,1.9064811107321589,0.5912989015272112
20,0.015,2,17,aic,ude_sir_h2,tv_sir,0,2.1166593733182992,0.5705622616561522
20,0.015,2,17,aicc,ude_sir_h2,tv_sir,0,10.402373659032577,0.03399650124935738
20,0.015,2,17,bic,ude_sir_h2,tv_sir,0,13.938815552115841,0.007486316582092995
20,0.015,2,17,gic_pred,ude_sir_h2,ude_sir_h2,1,8.156966660466992,0.08470860417288202
20,0.015,2,17,gic_evid,ude_sir_h2,tv_sir,0,6.730920080860727,0.14634404877146087
20,0.015,2,17,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,5.010268445524417,0.267639166499715
20,0.015,2,18,aic,ude_sir_h2,tv_sir,0,9.057469923414914,0.05909906516255934
20,0.015,2,18,aicc,ude_sir_h2,tv_sir,0,17.34318420912919,0.0016573063480358847
20,0.015,2,18,bic,ude_sir_h2,tv_sir,0,20.879626102212455,0.000334544259126735
20,0.015,2,18,gic_pred,ude_sir_h2,ude_sir_h2,1,1.135752294929091,0.6544055153027728
20,0.015,2,18,gic_evid,ude_sir_h2,tv_sir,0,14.000818970046225,0.007286216217838979
20,0.015,2,18,gic_eff_logn,ude_sir_h2,tv_sir,0,2.078842095979013,0.5743725372558077
20,0.015,2,19,aic,ude_sir_h2,tv_sir,0,11.142163876448507,0.0249242676472684
20,0.015,2,19,aicc,ude_sir_h2,tv_sir,0,19.427878162162784,0.0006474615927166431
20,0.015,2,19,bic,ude_sir_h2,tv_sir,0,22.96432005524605,0.00012872020027560803
20,0.015,2,19,gic_pred,ude_sir_h2,tv_sir,0,0.9313519731337578,0.6667580439054898
20,0.015,2,19,gic_evid,ude_sir_h2,tv_sir,0,15.702226515867125,0.0034446352162804585
20,0.015,2,19,gic_eff_logn,ude_sir_h2,tv_sir,0,4.131092935266167,0.3516917087310819
20,0.015,4,0,aic,ude_sir_h2,ude_sir_h2,1,11.152319444039051,0.024819869683241895
20,0.015,4,0,aicc,ude_sir_h2,ude_sir_h2,1,7.803299836195947,0.09729255182695973
20,0.015,4,0,bic,ude_sir_h2,tv_sir,0,5.521866998678149,0.2255125949416773
20,0.015,4,0,gic_pred,ude_sir_h2,ude_sir_h2,1,19.33478017429411,0.0006887622806615546
20,0.015,4,0,gic_evid,ude_sir_h2,ude_sir_h2,1,0.002538475837184251,0.6931469791893741
20,0.015,4,0,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,12.40601342989737,0.014550658731592059
20,0.015,4,1,aic,ude_sir_h2,ude_sir_h2,1,34.58934935199312,5.712952379926395e-07
20,0.015,4,1,aicc,ude_sir_h2,ude_sir_h2,1,37.16853487235511,2.0195819094713256e-07
20,0.015,4,1,bic,ude_sir_h2,ude_sir_h2,1,27.081065175015397,1.916153758727447e-05
20,0.015,4,1,gic_pred,ude_sir_h2,ude_sir_h2,1,30.748823388684514,3.4447724528891034e-06
20,0.015,4,1,gic_evid,ude_sir_h2,ude_sir_h2,1,32.72626816235703,1.3589680545409766e-06
20,0.015,4,1,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,33.32078572482732,1.0303619195601034e-06
20,0.015,4,2,aic,ude_sir_h2,ude_sir_h2,1,14.41263567545758,0.006245758325486902
20,0.015,4,2,aicc,ude_sir_h2,ude_sir_h2,1,16.99182119581957,0.0026857025740330137
20,0.015,4,2,bic,ude_sir_h2,ude_sir_h2,1,5.789010449245325,0.20582646375960334
20,0.015,4,2,gic_pred,ude_sir_h2,ude_sir_h2,1,10.923563209923941,0.027332446346049265
20,0.015,4,2,gic_evid,ude_sir_h2,ude_sir_h2,1,13.569878680905106,0.008792943315773818
20,0.015,4,2,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,13.9141113423413,0.00762314132499488
20,0.015,4,3,aic,ude_sir_h2,ude_sir_h2,1,9.924377904951484,0.04145531442873076
20,0.015,4,3,aicc,ude_sir_h2,ude_sir_h2,1,6.57535829710838,0.15500440545981442
20,0.015,4,3,bic,ude_sir_h2,tv_sir,0,6.749808537765716,0.1453212135089665
20,0.015,4,3,gic_pred,ude_sir_h2,ude_sir_h2,1,18.131103139041272,0.001163244708057666
20,0.015,4,3,gic_evid,ude_sir_h2,ude_sir_h2,1,0.06489816146074645,0.6930155800261478
20,0.015,4,3,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,11.231235741850128,0.024003783387663673
20,0.015,4,4,aic,ude_sir_h2,ude_sir_h2,1,30.615351364122887,3.670490664206612e-06
20,0.015,4,4,aicc,ude_sir_h2,ude_sir_h2,1,27.266331756279783,1.7561095287482318e-05
20,0.015,4,4,bic,ude_sir_h2,ude_sir_h2,1,13.941164921405687,0.007478637545561297
20,0.015,4,4,gic_pred,ude_sir_h2,ude_sir_h2,1,38.6888921959295,1.1983233489509463e-07
20,0.015,4,4,gic_evid,ude_sir_h2,ude_sir_h2,1,18.510708354770713,0.0009803065956452083
20,0.015,4,4,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,31.63040040195756,2.30235207810402e-06
20,0.015,4,5,aic,ude_sir_h2,ude_sir_h2,1,24.84690497386657,5.6824802605706136e-05
20,0.015,4,5,aicc,ude_sir_h2,ude_sir_h2,1,27.42609049422856,2.9833487945025887e-05
20,0.015,4,5,bic,ude_sir_h2,ude_sir_h2,1,14.500006139030745,0.005856934427010398
20,0.015,4,5,gic_pred,ude_sir_h2,ude_sir_h2,1,22.520799445455737,0.0001578777723520064
20,0.015,4,5,gic_evid,ude_sir_h2,ude_sir_h2,1,20.493682418346282,0.0003989047891426538
20,0.015,4,5,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,26.89645668760903,2.2211243303268498e-05
20,0.015,4,6,aic,ude_sir_h2,ude_sir_h2,1,20.611122065319478,0.0003826978843526258
20,0.015,4,6,aicc,ude_sir_h2,ude_sir_h2,1,17.262102457476374,0.001719991076031676
20,0.015,4,6,bic,ude_sir_h2,ude_sir_h2,1,3.9369356226022774,0.371982218716969
20,0.015,4,6,gic_pred,ude_sir_h2,ude_sir_h2,1,26.473344715980943,3.320804651084088e-05
20,0.015,4,6,gic_evid,ude_sir_h2,ude_sir_h2,1,12.450259603319125,0.014272725712146533
20,0.015,4,6,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,22.321268402385954,0.0001799177757252412
20,0.015,4,7,aic,ude_sir_h2,ude_sir_h2,1,32.121385240620896,2.021909909167149e-06
20,0.015,4,7,aicc,ude_sir_h2,ude_sir_h2,1,28.77236563277779,8.758598494705589e-06
20,0.015,4,7,bic,ude_sir_h2,ude_sir_h2,1,15.447198797903695,0.0038565493707391997
20,0.015,4,7,gic_pred,ude_sir_h2,ude_sir_h2,1,30.66024543017295,3.628405435694736e-06
20,0.015,4,7,gic_evid,ude_sir_h2,ude_sir_h2,1,21.392381391927586,0.00026469054951411183
20,0.015,4,7,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,30.70050146050346,4.528368654214633e-06
20,0.015,4,8,aic,ude_sir_h2,ude_sir_h2,1,34.45713289924004,6.019659605047374e-07
20,0.015,4,8,aicc,ude_sir_h2,ude_sir_h2,1,31.108113291396933,2.910239387613395e-06
20,0.015,4,8,bic,ude_sir_h2,ude_sir_h2,1,17.782946456522836,0.001360462326479446
20,0.015,4,8,gic_pred,ude_sir_h2,ude_sir_h2,1,41.59062689825976,3.204807992416787e-08
20,0.015,4,8,gic_evid,ude_sir_h2,ude_sir_h2,1,25.04224586498185,4.9335171076316404e-05
20,0.015,4,8,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,35.910712494194286,3.165367310017863e-07
20,0.015,4,9,aic,ude_sir_h2,ude_sir_h2,1,36.88039995464777,1.9064511662220613e-07
20,0.015,4,9,aicc,ude_sir_h2,ude_sir_h2,1,33.53138034680467,9.296842102525176e-07
20,0.015,4,9,bic,ude_sir_h2,ude_sir_h2,1,20.20621351193057,0.0004546780799727413
20,0.015,4,9,gic_pred,ude_sir_h2,ude_sir_h2,1,44.82147653301536,4.343309702939028e-09
20,0.015,4,9,gic_evid,ude_sir_h2,ude_sir_h2,1,24.30041128829322,6.952853364934512e-05
20,0.015,4,9,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,37.60521804912639,1.351707557634815e-07
20,0.015,4,10,aic,ude_sir_h2,ude_sir_h2,1,40.24273660696008,3.860256216467144e-08
20,0.015,4,10,aicc,ude_sir_h2,ude_sir_h2,1,36.893716999116975,1.89456506741037e-07
20,0.015,4,10,bic,ude_sir_h2,ude_sir_h2,1,23.56855016424288,9.746019821608171e-05
20,0.015,4,10,gic_pred,ude_sir_h2,ude_sir_h2,1,48.423592997348806,1.317946719892374e-09
20,0.015,4,10,gic_evid,ude_sir_h2,ude_sir_h2,1,29.83814077921295,5.280166509901939e-06
20,0.015,4,10,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,41.49291546280563,2.1603925555676406e-08
20,0.015,4,11,aic,ude_sir_h2,ude_sir_h2,1,20.983086185846105,0.00032077541657681864
20,0.015,4,11,aicc,ude_sir_h2,ude_sir_h2,1,17.634066578003,0.001455046936273871
20,0.015,4,11,bic,ude_sir_h2,ude_sir_h2,1,4.3088997431289044,0.33360341150958184
20,0.015,4,11,gic_pred,ude_sir_h2,ude_sir_h2,1,29.330370527767116,1.2885434359429783e-05
20,0.015,4,11,gic_evid,ude_sir_h2,ude_sir_h2,1,12.234021533434657,0.01566117141695111
20,0.015,4,11,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,22.96855259653489,0.00012969962019967297
20,0.015,4,12,aic,ude_sir_h2,ude_sir_h2,1,20.956345610306187,0.00032303415239843603
20,0.015,4,12,aicc,ude_sir_h2,ude_sir_h2,1,17.607326002463083,0.0014721234139435633
20,0.015,4,12,bic,ude_sir_h2,ude_sir_h2,1,4.282159167588986,0.33629152850278965
20,0.015,4,12,gic_pred,ude_sir_h2,ude_sir_h2,1,29.055317400267768,7.617712296630706e-06
20,0.015,4,12,gic_evid,ude_sir_h2,ude_sir_h2,1,9.560262759612556,0.048154488680417974
20,0.015,4,12,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,22.027114216131054,0.0001979418882738651
20,0.015,4,13,aic,ude_sir_h2,ude_sir_h2,1,38.498509861159334,8.880346227267505e-08
20,0.015,4,13,aicc,ude_sir_h2,ude_sir_h2,1,35.14949025331623,4.3293076369345943e-07
20,0.015,4,13,bic,ude_sir_h2,ude_sir_h2,1,21.824323418442134,0.0002172157948634906
20,0.015,4,13,gic_pred,ude_sir_h2,ude_sir_h2,1,44.056560316142395,7.855145599280032e-09
20,0.015,4,13,gic_evid,ude_sir_h2,ude_sir_h2,1,29.300886614814885,6.790781790524791e-06
20,0.015,4,13,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,40.20144521917058,4.5002954845504147e-08
20,0.015,4,14,aic,ude_sir_h2,ude_sir_h2,1,35.59089646975258,3.9851494828080443e-07
20,0.015,4,14,aicc,ude_sir_h2,ude_sir_h2,1,32.241876861909475,1.7210590598539214e-06
20,0.015,4,14,bic,ude_sir_h2,ude_sir_h2,1,18.91671002703538,0.000816057101173117
20,0.015,4,14,gic_pred,ude_sir_h2,ude_sir_h2,1,34.95584868465329,4.81644952853882e-07
20,0.015,4,14,gic_evid,ude_sir_h2,ude_sir_h2,1,26.72907846731232,2.2549940455808522e-05
20,0.015,4,14,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,36.31557757743775,4.5250375756974817e-07
20,0.015,4,15,aic,ude_sir_h2,ude_sir_h2,1,23.56247089552744,9.778713574190058e-05
20,0.015,4,15,aicc,ude_sir_h2,ude_sir_h2,1,26.14165641588943,2.9892333070636824e-05
20,0.015,4,15,bic,ude_sir_h2,ude_sir_h2,1,22.88108421429712,0.00013725314851482305
20,0.015,4,15,gic_pred,ude_sir_h2,ude_sir_h2,1,19.93533757568332,0.0005142711839189388
20,0.015,4,15,gic_evid,ude_sir_h2,ude_sir_h2,1,30.131476035738785,4.601862871544478e-06
20,0.015,4,15,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,22.761453392014005,0.0001413298913423944
20,0.015,4,16,aic,ude_sir_h2,ude_sir_h2,1,33.998713483672816,7.458898075924161e-07
20,0.015,4,16,aicc,ude_sir_h2,ude_sir_h2,1,30.649693875829712,3.6087865136502775e-06
20,0.015,4,16,bic,ude_sir_h2,ude_sir_h2,1,17.324527040955616,0.001671222971989211
20,0.015,4,16,gic_pred,ude_sir_h2,ude_sir_h2,1,42.39298658713244,1.699842431125149e-08
20,0.015,4,16,gic_evid,ude_sir_h2,ude_sir_h2,1,22.712041608175582,0.00014454949679688775
20,0.015,4,16,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,35.716491199998984,3.330854190965142e-07
20,0.015,4,17,aic,ude_sir_h2,ude_sir_h2,1,42.40872857981748,1.4495940771868877e-08
20,0.015,4,17,aicc,ude_sir_h2,ude_sir_h2,1,44.98791410017947,7.841610458809026e-09
20,0.015,4,17,bic,ude_sir_h2,ude_sir_h2,1,31.746108490272377,2.156273615593196e-06
20,0.015,4,17,gic_pred,ude_sir_h2,ude_sir_h2,1,38.981118893845064,7.030837314672192e-08
20,0.015,4,17,gic_evid,ude_sir_h2,ude_sir_h2,1,39.70761997012937,4.9749107031402716e-08
20,0.015,4,17,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,42.04487001524052,1.67815348553129e-08
20,0.015,4,18,aic,ude_sir_h2,ude_sir_h2,1,24.97895231700096,5.0802248927744485e-05
20,0.015,4,18,aicc,ude_sir_h2,ude_sir_h2,1,21.629932709157856,0.00023743455351085135
20,0.015,4,18,bic,ude_sir_h2,ude_sir_h2,1,8.30476587428376,0.07989747365659039
20,0.015,4,18,gic_pred,ude_sir_h2,ude_sir_h2,1,33.216761446201645,1.0784381786688696e-06
20,0.015,4,18,gic_evid,ude_sir_h2,ude_sir_h2,1,17.01597148799067,0.001918819915011297
20,0.015,4,18,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,26.35391538204243,2.6847407758006697e-05
20,0.015,4,19,aic,ude_sir_h2,ude_sir_h2,1,22.939343471410098,0.00013102214340655611
20,0.015,4,19,aicc,ude_sir_h2,ude_sir_h2,1,25.518528991772087,4.350670950696867e-05
20,0.015,4,19,bic,ude_sir_h2,ude_sir_h2,1,17.136666676070263,0.0018226353060804984
20,0.015,4,19,gic_pred,ude_sir_h2,ude_sir_h2,1,19.582757747146445,0.0006035647647597491
20,0.015,4,19,gic_evid,ude_sir_h2,ude_sir_h2,1,21.35853456734469,0.00026881851475459663
20,0.015,4,19,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,22.73109935278694,0.00014372969020045787
20,0.045,1,0,aic,ude_sir_h2,sir,0,0.8519043283262135,0.6737192812947922
20,0.045,1,0,aicc,ude_sir_h2,sir,0,2.812688642051711,0.49595003606637167
20,0.045,1,0,bic,ude_sir_h2,sir,0,2.8433688754341944,0.49259753228203335
20,0.045,1,0,gic_pred,ude_sir_h2,ude_sir_h2,1,0.4695695511263267,1.3436697526205283
20,0.045,1,0,gic_evid,ude_sir_h2,sir,0,1.0674898728273163,1.0232926466644232
20,0.045,1,0,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.23174857792697878,1.3200565599148562
20,0.045,1,1,aic,ude_sir_h2,tv_sir,0,14.078666735761004,0.008380217866735182
20,0.045,1,1,aicc,ude_sir_h2,tv_sir,0,16.286700728972903,0.0026568973946301845
20,0.045,1,1,bic,ude_sir_h2,tv_sir,0,16.256020495590413,0.003005262118906788
20,0.045,1,1,gic_pred,ude_sir_h2,tv_sir,0,0.2443438926402095,0.9979264724753945
20,0.045,1,1,gic_evid,ude_sir_h2,tv_sir,0,5.315790295591732,0.2439836563162871
20,0.045,1,1,gic_eff_logn,ude_sir_h2,tv_sir,0,0.32682893868786067,0.9740425347264692
20,0.045,1,2,aic,ude_sir_h2,tv_sir,0,2.831156786887547,0.49739421748984314
20,0.045,1,2,aicc,ude_sir_h2,tv_sir,0,0.8703724731620568,0.6700226684710308
20,0.045,1,2,bic,ude_sir_h2,tv_sir,0,0.8396922397795663,0.6716998643889991
20,0.045,1,2,gic_pred,ude_sir_h2,tv_sir,0,0.400102458244433,1.1890798967974552
20,0.045,1,2,gic_evid,ude_sir_h2,tv_sir,0,0.41472162761303366,1.0725447665329668
20,0.045,1,2,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.011447416069323424,1.2360161510697592
20,0.045,1,3,aic,ude_sir_h2,tv_sir,0,8.754047187798825,0.07370685930577807
20,0.045,1,3,aicc,ude_sir_h2,tv_sir,0,6.793262874073335,0.14299138015879792
20,0.045,1,3,bic,ude_sir_h2,tv_sir,0,6.7625826406908445,0.14492162685830393
20,0.045,1,3,gic_pred,ude_sir_h2,ude_sir_h2,1,0.0937607659020614,1.026753916580289
20,0.045,1,3,gic_evid,ude_sir_h2,tv_sir,0,2.4781598451189453,0.6145369599050605
20,0.045,1,3,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.21786848881332332,1.016460348397519
20,0.045,1,4,aic,ude_sir_h2,tv_sir,0,13.934903787328722,0.011391230757181561
20,0.045,1,4,aicc,ude_sir_h2,tv_sir,0,13.537249123315348,0.00891869648773587
20,0.045,1,4,bic,ude_sir_h2,tv_sir,0,13.506568889932858,0.009369833904830762
20,0.045,1,4,gic_pred,ude_sir_h2,tv_sir,0,0.13698128614432648,0.9026221692125516
20,0.045,1,4,gic_evid,ude_sir_h2,tv_sir,0,3.975253907088444,0.3731479250094255
20,0.045,1,4,gic_eff_logn,ude_sir_h2,tv_sir,0,0.23758882980920504,0.8806146831547801
20,0.045,1,5,aic,ude_sir_h2,sir,0,0.02962186106216791,0.6964159171664255
20,0.045,1,5,aicc,ude_sir_h2,sir,0,1.9904061747876582,0.5831450197234219
20,0.045,1,5,bic,ude_sir_h2,sir,0,2.0210864081701487,0.5802031127864856
20,0.045,1,5,gic_pred,ude_sir_h2,ude_sir_h2,1,0.3365092045803877,1.3211099615686082
20,0.045,1,5,gic_evid,ude_sir_h2,sir,0,0.5576835772489943,1.0775379772704237
20,0.045,1,5,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.6773048034972362,1.3309470455816599
20,0.045,1,6,aic,ude_sir_h2,tv_sir,0,14.557432402704237,0.008088152843455699
20,0.045,1,6,aicc,ude_sir_h2,tv_sir,0,14.816376760341015,0.005094714952734184
20,0.045,1,6,bic,ude_sir_h2,tv_sir,0,14.785696526958525,0.005414972102443879
20,0.045,1,6,gic_pred,ude_sir_h2,tv_sir,0,0.7325771703108543,0.9933135512671816
20,0.045,1,6,gic_evid,ude_sir_h2,tv_sir,0,4.142072823101586,0.35356088122719326
20,0.045,1,6,gic_eff_logn,ude_sir_h2,tv_sir,0,0.8197758191358631,0.9600596553154304
20,0.045,1,7,aic,ude_sir_h2,tv_sir,0,9.345359910688387,0.06316490041336185
20,0.045,1,7,aicc,ude_sir_h2,tv_sir,0,7.384575596962897,0.11436645818347925
20,0.045,1,7,bic,ude_sir_h2,tv_sir,0,7.353895363580406,0.11616804964946731
20,0.045,1,7,gic_pred,ude_sir_h2,ude_sir_h2,1,0.760261155255904,1.0444271102611105
20,0.045,1,7,gic_evid,ude_sir_h2,tv_sir,0,2.594331128746596,0.5809625475372723
20,0.045,1,7,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.7405949125320888,1.030427504248291
20,0.045,1,8,aic,ude_sir_h2,tv_sir,0,11.132456007281348,0.030404500261845248
20,0.045,1,8,aicc,ude_sir_h2,tv_sir,0,9.171671693555858,0.056425380969317054
20,0.045,1,8,bic,ude_sir_h2,tv_sir,0,9.140991460173367,0.05736231126902818
20,0.045,1,8,gic_pred,ude_sir_h2,tv_sir,0,0.7116636040211262,0.8215650042460636
20,0.045,1,8,gic_evid,ude_sir_h2,tv_sir,0,3.416872281287297,0.4582978738168614
20,0.045,1,8,gic_eff_logn,ude_sir_h2,tv_sir,0,0.71592451556333,0.8111344611781419
20,0.045,1,9,aic,ude_sir_h2,tv_sir,0,15.455358815870426,0.006087888511445826
20,0.045,1,9,aicc,ude_sir_h2,tv_sir,0,15.384136634923799,0.003965644911256191
20,0.045,1,9,bic,ude_sir_h2,tv_sir,0,15.353456401541308,0.00419050822756288
20,0.045,1,9,gic_pred,ude_sir_h2,tv_sir,0,0.12889965941408832,1.067272145537699
20,0.045,1,9,gic_evid,ude_sir_h2,tv_sir,0,4.903759399527949,0.28430923949361536
20,0.045,1,9,gic_eff_logn,ude_sir_h2,tv_sir,0,0.37806318444179965,1.0754470954610764
20,0.045,1,10,aic,ude_sir_h2,sir,0,1.7912106423754182,0.6040264129750358
20,0.045,1,10,aicc,ude_sir_h2,sir,0,3.7519949561009085,0.3917674164322379
20,0.045,1,10,bic,ude_sir_h2,sir,0,3.782675189483399,0.3884962548576671
20,0.045,1,10,gic_pred,ude_sir_h2,ude_sir_h2,1,0.16507828801411506,1.3048685333817953
20,0.045,1,10,gic_evid,ude_sir_h2,sir,0,1.3567677352913137,0.9841722030082714
20,0.045,1,10,gic_eff_logn,ude_sir_h2,sir,0,0.6150491012679922,1.2423660811475274
20,0.045,1,11,aic,ude_sir_h2,sir,0,0.86849045682672,0.6735557865930986
20,0.045,1,11,aicc,ude_sir_h2,sir,0,2.8292747705522103,0.4941056207295175
20,0.045,1,11,bic,ude_sir_h2,sir,0,2.859955003934701,0.49075975791388315
20,0.045,1,11,gic_pred,ude_sir_h2,neural_ode_h2,0,0.9421253627325257,1.3092242691668232
20,0.045,1,11,gic_evid,ude_sir_h2,sir,0,0.8647132033202141,1.0546544034539949
20,0.045,1,11,gic_eff_logn,ude_sir_h2,neural_ode_h2,0,0.32772010435034105,1.3706642491200798
20,0.045,1,12,aic,ude_sir_h2,tv_sir,0,8.175285928039742,0.0904308662087226
20,0.045,1,12,aicc,ude_sir_h2,tv_sir,0,6.214501614314251,0.17677127380033333
20,0.045,1,12,bic,ude_sir_h2,tv_sir,0,6.183821380931761,0.17899993418938623
20,0.045,1,12,gic_pred,ude_sir_h2,tv_sir,0,0.21473674809490717,0.8684569776977318
20,0.045,1,12,gic_evid,ude_sir_h2,tv_sir,0,2.3580084652865594,0.630056287315298
20,0.045,1,12,gic_eff_logn,ude_sir_h2,tv_sir,0,0.1774711068115522,0.8641545163084839
20,0.045,1,13,aic,ude_sir_h2,tv_sir,0,11.872538134514578,0.023133998975565395
20,0.045,1,13,aicc,ude_sir_h2,tv_sir,0,9.911753820789087,0.04167199380463978
20,0.045,1,13,bic,ude_sir_h2,tv_sir,0,9.881073587406597,0.04241061096127954
20,0.045,1,13,gic_pred,ude_sir_h2,tv_sir,0,0.8804776527482545,0.7853395611824816
20,0.045,1,13,gic_evid,ude_sir_h2,tv_sir,0,3.297136916768558,0.4636831510922511
20,0.045,1,13,gic_eff_logn,ude_sir_h2,tv_sir,0,0.8529274556206659,0.7767242988380574
20,0.045,1,14,aic,ude_sir_h2,sir,0,1.5103967992229315,0.6291937730735432
