seed,scenario,criterion,model,score,weight,selected
14,redundant_parameterization,bic,Redundant-SIR,36.49480839811878,0.0020084539427957532,0
14,redundant_parameterization,bic,Duplicate-UDE,48.51652447286823,4.924695695586452e-06,0
14,redundant_parameterization,bic,TV-SIR,28.447931590769116,0.11225843258858395,0
14,redundant_parameterization,gic_eff,SIR,24.28527503498801,0.35159670011871547,0
14,redundant_parameterization,gic_eff,Redundant-SIR,24.223021656042107,0.36271284837569745,1
14,redundant_parameterization,gic_eff,Duplicate-UDE,25.12853753961531,0.2306389563091491,0
14,redundant_parameterization,gic_eff,TV-SIR,27.993706548870033,0.05505149519643805,0
14,redundant_parameterization,gic_aic,SIR,22.207017913343783,0.31121581769335765,0
14,redundant_parameterization,gic_aic,Redundant-SIR,22.166122580680405,0.31764496137883286,1
14,redundant_parameterization,gic_aic,Duplicate-UDE,22.707322715495813,0.24233818710889257,0
14,redundant_parameterization,gic_aic,TV-SIR,23.971453471130975,0.12880103381891697,0
14,redundant_parameterization,cv,SIR,1.0562075656239942,0.2538173897374765,1
14,redundant_parameterization,cv,Redundant-SIR,1.0562075656239984,0.2538173897374759,1
14,redundant_parameterization,cv,Duplicate-UDE,1.1112952656307564,0.2469216847132874,0
14,redundant_parameterization,cv,TV-SIR,1.1233038582827541,0.24544353581176023,0
15,redundant_parameterization,aic,SIR,24.853739290643283,0.34661345040701586,0
15,redundant_parameterization,aic,Redundant-SIR,32.853739290643304,0.006348446791633009,0
15,redundant_parameterization,aic,Duplicate-UDE,36.83185067507486,0.0008686234958678748,0
15,redundant_parameterization,aic,TV-SIR,23.608036014647162,0.6461694793054832,1
15,redundant_parameterization,bic,SIR,26.942784166090128,0.6030432232768053,1
15,redundant_parameterization,bic,Redundant-SIR,39.12087391698384,0.0013674449507410417,0
15,redundant_parameterization,bic,Duplicate-UDE,47.277075052309094,2.3163985199600684e-05,0
15,redundant_parameterization,bic,TV-SIR,27.786125765540856,0.3955661677872542,0
15,redundant_parameterization,gic_eff,SIR,26.911340553853048,0.1356151911947731,0
15,redundant_parameterization,gic_eff,Redundant-SIR,26.84908717490716,0.13990282691692468,0
15,redundant_parameterization,gic_eff,Duplicate-UDE,23.889088119056176,0.6145852291229411,1
15,redundant_parameterization,gic_eff,TV-SIR,27.331900723641773,0.10989675276536097,0
15,redundant_parameterization,gic_aic,SIR,24.83308343220882,0.10479804547611275,0
15,redundant_parameterization,gic_aic,Redundant-SIR,24.792188099545463,0.1069629794351778,0
15,redundant_parameterization,gic_aic,Duplicate-UDE,21.46787329493668,0.5637665178323533,1
15,redundant_parameterization,gic_aic,TV-SIR,23.309647645902714,0.22447245725635612,0
15,redundant_parameterization,cv,SIR,0.38908993135866576,0.25774826562828096,1
15,redundant_parameterization,cv,Redundant-SIR,0.38908993135866593,0.25774826562828096,1
15,redundant_parameterization,cv,Duplicate-UDE,0.5436450941566305,0.23858026929265094,0
15,redundant_parameterization,cv,TV-SIR,0.4830181396568324,0.24592319945078714,0
16,redundant_parameterization,aic,SIR,18.49008073933375,0.47703790574969074,0
16,redundant_parameterization,aic,Redundant-SIR,26.49008073933374,0.008737254017949378,0
16,redundant_parameterization,aic,Duplicate-UDE,30.358802385156405,0.0012626783402563434,0
16,redundant_parameterization,aic,TV-SIR,18.344868480845626,0.5129621618921034,1
16,redundant_parameterization,bic,SIR,20.579125614780597,0.7242884279051838,1
16,redundant_parameterization,bic,Redundant-SIR,32.757215365674284,0.0016423773875401035,0
16,redundant_parameterization,bic,Duplicate-UDE,40.804026762390635,2.938529559254955e-05,0
16,redundant_parameterization,bic,TV-SIR,22.522958231739317,0.27403980941168377,0
16,redundant_parameterization,gic_eff,SIR,20.547682002543514,0.13725629354424085,0
16,redundant_parameterization,gic_eff,Redundant-SIR,20.485428623597606,0.14159581467093668,0
