scenario,seed,criterion,selected,truth,correct
noisy_sir_overfit_risk,18,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,18,ogic_e,sir,sir,1
noisy_sir_overfit_risk,19,aic,sir,sir,1
noisy_sir_overfit_risk,19,aicc,sir,sir,1
noisy_sir_overfit_risk,19,bic,sir,sir,1
noisy_sir_overfit_risk,19,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,19,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,19,ogic_p,sir,sir,1
noisy_sir_overfit_risk,19,gic_eff,sir,sir,1
noisy_sir_overfit_risk,19,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,19,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,19,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,19,ogic_e,sir,sir,1
regular_sir_full,0,aic,sir,sir,1
regular_sir_full,0,aicc,sir,sir,1
regular_sir_full,0,bic,sir,sir,1
regular_sir_full,0,blocked_validation,seir,sir,0
regular_sir_full,0,waic_laplace,sir,sir,1
regular_sir_full,0,ogic_p,sir,sir,1
regular_sir_full,0,gic_eff,sir,sir,1
regular_sir_full,0,gic_vol_025,sir,sir,1
regular_sir_full,0,gic_vol_050,sir,sir,1
regular_sir_full,0,gic_vol_100,sir,sir,1
regular_sir_full,0,ogic_e,sir,sir,1
regular_sir_full,1,aic,tv_sir,sir,0
regular_sir_full,1,aicc,sir,sir,1
regular_sir_full,1,bic,sir,sir,1
regular_sir_full,1,blocked_validation,seir,sir,0
regular_sir_full,1,waic_laplace,tv_sir,sir,0
regular_sir_full,1,ogic_p,ude_sir_h2,sir,0
regular_sir_full,1,gic_eff,sir,sir,1
regular_sir_full,1,gic_vol_025,sir,sir,1
regular_sir_full,1,gic_vol_050,sir,sir,1
regular_sir_full,1,gic_vol_100,sir,sir,1
regular_sir_full,1,ogic_e,sir,sir,1
regular_sir_full,2,aic,sir,sir,1
regular_sir_full,2,aicc,sir,sir,1
regular_sir_full,2,bic,sir,sir,1
regular_sir_full,2,blocked_validation,ude_sir_h2,sir,0
regular_sir_full,2,waic_laplace,sir,sir,1
regular_sir_full,2,ogic_p,sir,sir,1
regular_sir_full,2,gic_eff,sir,sir,1
regular_sir_full,2,gic_vol_025,sir,sir,1
regular_sir_full,2,gic_vol_050,sir,sir,1
regular_sir_full,2,gic_vol_100,sir,sir,1
regular_sir_full,2,ogic_e,sir,sir,1
regular_sir_full,3,aic,sir,sir,1
regular_sir_full,3,aicc,sir,sir,1
regular_sir_full,3,bic,sir,sir,1
regular_sir_full,3,blocked_validation,seir,sir,0
regular_sir_full,3,waic_laplace,sir,sir,1
regular_sir_full,3,ogic_p,sir,sir,1
regular_sir_full,3,gic_eff,sir,sir,1
regular_sir_full,3,gic_vol_025,sir,sir,1
regular_sir_full,3,gic_vol_050,sir,sir,1
regular_sir_full,3,gic_vol_100,sir,sir,1
regular_sir_full,3,ogic_e,sir,sir,1
regular_sir_full,4,aic,sir,sir,1
regular_sir_full,4,aicc,sir,sir,1
regular_sir_full,4,bic,sir,sir,1
regular_sir_full,4,blocked_validation,sir,sir,1
regular_sir_full,4,waic_laplace,sir,sir,1
regular_sir_full,4,ogic_p,sir,sir,1
regular_sir_full,4,gic_eff,sir,sir,1
regular_sir_full,4,gic_vol_025,sir,sir,1
regular_sir_full,4,gic_vol_050,sir,sir,1
regular_sir_full,4,gic_vol_100,sir,sir,1
regular_sir_full,4,ogic_e,sir,sir,1
regular_sir_full,5,aic,sir,sir,1
regular_sir_full,5,aicc,sir,sir,1
regular_sir_full,5,bic,sir,sir,1
regular_sir_full,5,blocked_validation,seir,sir,0
regular_sir_full,5,waic_laplace,sir,sir,1
regular_sir_full,5,ogic_p,sir,sir,1
regular_sir_full,5,gic_eff,sir,sir,1
regular_sir_full,5,gic_vol_025,sir,sir,1
regular_sir_full,5,gic_vol_050,sir,sir,1
regular_sir_full,5,gic_vol_100,sir,sir,1
regular_sir_full,5,ogic_e,sir,sir,1
regular_sir_full,6,aic,sir,sir,1
regular_sir_full,6,aicc,sir,sir,1
regular_sir_full,6,bic,sir,sir,1
regular_sir_full,6,blocked_validation,sir,sir,1
regular_sir_full,6,waic_laplace,tv_sir,sir,0
regular_sir_full,6,ogic_p,ude_sir_h2,sir,0
regular_sir_full,6,gic_eff,sir,sir,1
regular_sir_full,6,gic_vol_025,sir,sir,1
regular_sir_full,6,gic_vol_050,sir,sir,1
regular_sir_full,6,gic_vol_100,sir,sir,1
regular_sir_full,6,ogic_e,sir,sir,1
regular_sir_full,7,aic,sir,sir,1
regular_sir_full,7,aicc,sir,sir,1
regular_sir_full,7,bic,sir,sir,1
regular_sir_full,7,blocked_validation,sir,sir,1
regular_sir_full,7,waic_laplace,sir,sir,1
regular_sir_full,7,ogic_p,sir,sir,1
regular_sir_full,7,gic_eff,sir,sir,1
regular_sir_full,7,gic_vol_025,sir,sir,1
regular_sir_full,7,gic_vol_050,sir,sir,1
regular_sir_full,7,gic_vol_100,sir,sir,1
regular_sir_full,7,ogic_e,sir,sir,1
regular_sir_full,8,aic,sir,sir,1
regular_sir_full,8,aicc,sir,sir,1
regular_sir_full,8,bic,sir,sir,1
regular_sir_full,8,blocked_validation,ude_sir_h2,sir,0
regular_sir_full,8,waic_laplace,sir,sir,1
regular_sir_full,8,ogic_p,sir,sir,1
regular_sir_full,8,gic_eff,sir,sir,1
regular_sir_full,8,gic_vol_025,sir,sir,1
regular_sir_full,8,gic_vol_050,sir,sir,1
regular_sir_full,8,gic_vol_100,sir,sir,1
regular_sir_full,8,ogic_e,sir,sir,1
regular_sir_full,9,aic,tv_sir,sir,0
regular_sir_full,9,aicc,tv_sir,sir,0
regular_sir_full,9,bic,tv_sir,sir,0
regular_sir_full,9,blocked_validation,tv_sir,sir,0
regular_sir_full,9,waic_laplace,tv_sir,sir,0
regular_sir_full,9,ogic_p,tv_sir,sir,0
regular_sir_full,9,gic_eff,tv_sir,sir,0
regular_sir_full,9,gic_vol_025,sir,sir,1
regular_sir_full,9,gic_vol_050,sir,sir,1
regular_sir_full,9,gic_vol_100,sir,sir,1
regular_sir_full,9,ogic_e,sir,sir,1
regular_sir_full,10,aic,sir,sir,1
regular_sir_full,10,aicc,sir,sir,1
regular_sir_full,10,bic,sir,sir,1
regular_sir_full,10,blocked_validation,seir,sir,0
regular_sir_full,10,waic_laplace,sir,sir,1
regular_sir_full,10,ogic_p,sir,sir,1
regular_sir_full,10,gic_eff,sir,sir,1
regular_sir_full,10,gic_vol_025,sir,sir,1
regular_sir_full,10,gic_vol_050,sir,sir,1
regular_sir_full,10,gic_vol_100,sir,sir,1
regular_sir_full,10,ogic_e,sir,sir,1
regular_sir_full,11,aic,sir,sir,1
regular_sir_full,11,aicc,sir,sir,1
regular_sir_full,11,bic,sir,sir,1
regular_sir_full,11,blocked_validation,ude_sir_h2,sir,0
regular_sir_full,11,waic_laplace,sir,sir,1
regular_sir_full,11,ogic_p,sir,sir,1
regular_sir_full,11,gic_eff,sir,sir,1
regular_sir_full,11,gic_vol_025,sir,sir,1
regular_sir_full,11,gic_vol_050,sir,sir,1
regular_sir_full,11,gic_vol_100,sir,sir,1
regular_sir_full,11,ogic_e,sir,sir,1
regular_sir_full,12,aic,tv_sir,sir,0
regular_sir_full,12,aicc,tv_sir,sir,0
regular_sir_full,12,bic,sir,sir,1
regular_sir_full,12,blocked_validation,sir,sir,1
regular_sir_full,12,waic_laplace,sir,sir,1
regular_sir_full,12,ogic_p,tv_sir,sir,0
regular_sir_full,12,gic_eff,sir,sir,1
regular_sir_full,12,gic_vol_025,sir,sir,1
regular_sir_full,12,gic_vol_050,sir,sir,1
regular_sir_full,12,gic_vol_100,sir,sir,1
regular_sir_full,12,ogic_e,sir,sir,1
regular_sir_full,13,aic,sir,sir,1
regular_sir_full,13,aicc,sir,sir,1
regular_sir_full,13,bic,sir,sir,1
regular_sir_full,13,blocked_validation,ude_sir_h2,sir,0
regular_sir_full,13,waic_laplace,sir,sir,1
regular_sir_full,13,ogic_p,sir,sir,1
regular_sir_full,13,gic_eff,sir,sir,1
regular_sir_full,13,gic_vol_025,sir,sir,1
regular_sir_full,13,gic_vol_050,sir,sir,1
regular_sir_full,13,gic_vol_100,sir,sir,1
regular_sir_full,13,ogic_e,sir,sir,1
regular_sir_full,14,aic,sir,sir,1
regular_sir_full,14,aicc,sir,sir,1
regular_sir_full,14,bic,sir,sir,1
regular_sir_full,14,blocked_validation,sir,sir,1
regular_sir_full,14,waic_laplace,sir,sir,1
regular_sir_full,14,ogic_p,sir,sir,1
regular_sir_full,14,gic_eff,sir,sir,1
regular_sir_full,14,gic_vol_025,sir,sir,1
regular_sir_full,14,gic_vol_050,sir,sir,1
regular_sir_full,14,gic_vol_100,sir,sir,1
regular_sir_full,14,ogic_e,sir,sir,1
regular_sir_full,15,aic,sir,sir,1
regular_sir_full,15,aicc,sir,sir,1
regular_sir_full,15,bic,sir,sir,1
regular_sir_full,15,blocked_validation,sir,sir,1
regular_sir_full,15,waic_laplace,sir,sir,1
regular_sir_full,15,ogic_p,sir,sir,1
regular_sir_full,15,gic_eff,sir,sir,1
regular_sir_full,15,gic_vol_025,sir,sir,1
regular_sir_full,15,gic_vol_050,sir,sir,1
regular_sir_full,15,gic_vol_100,sir,sir,1
regular_sir_full,15,ogic_e,sir,sir,1
regular_sir_full,16,aic,tv_sir,sir,0
regular_sir_full,16,aicc,tv_sir,sir,0
regular_sir_full,16,bic,sir,sir,1
regular_sir_full,16,blocked_validation,seir,sir,0
regular_sir_full,16,waic_laplace,tv_sir,sir,0
regular_sir_full,16,ogic_p,tv_sir,sir,0
regular_sir_full,16,gic_eff,sir,sir,1
regular_sir_full,16,gic_vol_025,sir,sir,1
regular_sir_full,16,gic_vol_050,sir,sir,1
regular_sir_full,16,gic_vol_100,sir,sir,1
regular_sir_full,16,ogic_e,sir,sir,1
regular_sir_full,17,aic,sir,sir,1
regular_sir_full,17,aicc,sir,sir,1
regular_sir_full,17,bic,sir,sir,1
regular_sir_full,17,blocked_validation,ude_sir_h2,sir,0
regular_sir_full,17,waic_laplace,sir,sir,1
regular_sir_full,17,ogic_p,sir,sir,1
regular_sir_full,17,gic_eff,sir,sir,1
regular_sir_full,17,gic_vol_025,sir,sir,1
regular_sir_full,17,gic_vol_050,sir,sir,1
regular_sir_full,17,gic_vol_100,sir,sir,1
regular_sir_full,17,ogic_e,sir,sir,1
regular_sir_full,18,aic,sir,sir,1
regular_sir_full,18,aicc,sir,sir,1
regular_sir_full,18,bic,sir,sir,1
regular_sir_full,18,blocked_validation,seir,sir,0
regular_sir_full,18,waic_laplace,sir,sir,1
regular_sir_full,18,ogic_p,sir,sir,1
regular_sir_full,18,gic_eff,sir,sir,1
regular_sir_full,18,gic_vol_025,sir,sir,1
regular_sir_full,18,gic_vol_050,sir,sir,1
regular_sir_full,18,gic_vol_100,sir,sir,1
regular_sir_full,18,ogic_e,sir,sir,1
regular_sir_full,19,aic,sir,sir,1
regular_sir_full,19,aicc,sir,sir,1
regular_sir_full,19,bic,sir,sir,1
regular_sir_full,19,blocked_validation,seir,sir,0
regular_sir_full,19,waic_laplace,sir,sir,1
regular_sir_full,19,ogic_p,sir,sir,1
regular_sir_full,19,gic_eff,sir,sir,1
regular_sir_full,19,gic_vol_025,sir,sir,1
regular_sir_full,19,gic_vol_050,sir,sir,1
regular_sir_full,19,gic_vol_100,sir,sir,1
regular_sir_full,19,ogic_e,sir,sir,1
